Time: 969.7533316612244
         906194041 function calls (896892143 primitive calls) in 1000.890 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.001    0.001 base.py:3(<module>)
  5535072    4.497    0.000   30.532    0.000 base.py:328(_get_coords)
        1    0.000    0.000    0.000    0.000 base.py:3287(_CoordinateIndexer)
  3690048    2.494    0.000    7.358    0.000 base.py:355(geometryType)
   615008    0.292    0.000    1.876    0.000 base.py:358(type)
       44    0.000    0.000    0.001    0.000 base.py:3639(values)
       12    0.000    0.000    0.000    0.000 base.py:3671(_values)
        3    0.000    0.000    0.001    0.000 base.py:3810(_coerce_scalar_to_index)
      100    0.000    0.000    0.001    0.000 base.py:3898(__contains__)
       28    0.000    0.000    0.000    0.000 base.py:3912(__getitem__)
        1    0.000    0.000    0.000    0.000 base.py:3950(_can_hold_identifiers_and_holds_name)
        1    0.000    0.000    0.000    0.000 base.py:3963(append)
        1    0.000    0.000    0.000    0.000 base.py:3987(<setcomp>)
        1    0.000    0.000    0.000    0.000 base.py:3992(_concat)
       12    0.000    0.000    0.000    0.000 base.py:4047(equals)
       22    0.000    0.000    0.000    0.000 base.py:429(<genexpr>)
  3075040    1.350    0.000    7.124    0.000 base.py:429(geom_type)
   615008    0.396    0.000    2.135    0.000 base.py:437(area)
        4    0.000    0.000    0.000    0.000 base.py:4506(_maybe_promote)
        1    0.000    0.000    0.000    0.000 base.py:47(PandasObject)
       22    0.000    0.000    0.000    0.000 base.py:472(_simple_new)
  3075040    6.192    0.000  200.053    0.000 base.py:473(bounds)
        3    0.000    0.000    0.001    0.000 base.py:4973(insert)
        1    0.000    0.000    0.000    0.000 base.py:5(<module>)
  3075040    4.095    0.000   52.707    0.000 base.py:501(envelope)
        1    0.000    0.000    0.000    0.000 base.py:5025(_add_comparison_methods)
        2    0.000    0.000    0.000    0.000 base.py:5037(_add_numeric_methods_add_sub_disabled)
        5    0.000    0.000    0.000    0.000 base.py:5049(_add_numeric_methods_disabled)
       10    0.000    0.000    0.000    0.000 base.py:505(_get_attributes_dict)
        3    0.000    0.000    0.000    0.000 base.py:5069(_add_numeric_methods_binary)
       10    0.000    0.000    0.000    0.000 base.py:509(<dictcomp>)
        4    0.000    0.000    0.000    0.000 base.py:5092(_add_numeric_methods_unary)
       16    0.000    0.000    0.000    0.000 base.py:5098(_make_evaluate_unary)
        4    0.000    0.000    0.000    0.000 base.py:5112(_add_numeric_methods)
        3    0.000    0.000    0.001    0.000 base.py:5117(_add_logical_methods)
        6    0.000    0.000    0.001    0.000 base.py:5204(_make_logical_function)
        7    0.000    0.000    0.000    0.000 base.py:5229(_add_logical_methods_disabled)
        4    0.000    0.000    0.000    0.000 base.py:526(_shallow_copy)
       86    0.000    0.000    0.002    0.000 base.py:5294(ensure_index)
        3    0.000    0.000    0.000    0.000 base.py:5388(default_index)
       77    0.000    0.000    0.000    0.000 base.py:5394(maybe_extract_name)
       18    0.000    0.000    0.000    0.000 base.py:5410(_maybe_cast_with_dtype)
        3    0.000    0.000    0.001    0.000 base.py:544(_shallow_copy_with_infer)
   615008    7.172    0.000   50.778    0.000 base.py:545(buffer)
       15    0.000    0.000    0.000    0.000 base.py:5464(_maybe_cast_data_without_dtype)
        1    0.000    0.000    0.001    0.001 base.py:57(ExtensionArray)
       12    0.000    0.000    0.000    0.000 base.py:573(is_)
        1    0.000    0.000    0.000    0.000 base.py:581(ShallowMixin)
       40    0.000    0.000    0.000    0.000 base.py:592(_reset_identity)
        1    0.000    0.000    0.001    0.001 base.py:599(IndexOpsMixin)
       11    0.000    0.000    0.000    0.000 base.py:602(_engine)
       11    0.000    0.000    0.000    0.000 base.py:609(<lambda>)
   307577    0.093    0.000    0.116    0.000 base.py:615(__len__)
       23    0.000    0.000    0.001    0.000 base.py:621(__array__)
        1    0.000    0.000    0.000    0.000 base.py:635(ndim)
       18    0.000    0.000    0.000    0.000 base.py:638(dtype)
        2    0.000    0.000    2.480    1.240 base.py:64(_delegate_property)
        4    0.000    0.000    0.000    0.000 base.py:675(size)
  7380096    9.761    0.000    9.761    0.000 base.py:69(geometry_type_name)
 20910272   28.501    0.000   93.575    0.000 base.py:696(is_empty)
        2    0.000    0.000    0.060    0.030 base.py:7(<module>)
  3690048   17.588    0.000   45.870    0.000 base.py:75(geom_factory)
        2    0.000    0.000   52.085   26.043 base.py:76(_delegate_geo_method)
        1    0.000    0.000    0.000    0.000 base.py:840(BaseMultipartGeometry)
        1    0.000    0.000    0.000    0.000 base.py:86(GeoPandasBase)
        4    0.000    0.000    0.000    0.000 base.py:86(__str__)
       18    0.000    0.000    0.000    0.000 base.py:862(_ndarray_values)
        2    0.000    0.000    2.480    1.240 base.py:87(area)
        1    0.000    0.000    0.000    0.000 base.py:929(GeometrySequence)
        1    0.000    0.000    0.000    0.000 base.py:97(NoNewAttributesMixin)
       14    0.000    0.000    0.169    0.012 base.py:993(to_native_types)
        1    0.000    0.000    0.001    0.001 base64.py:3(<module>)
        1    0.000    0.000    0.000    0.000 base64mime.py:25(<module>)
        1    0.000    0.000    0.000    0.000 bdist.py:24(bdist)
        1    0.000    0.000    0.000    0.000 bdist.py:4(<module>)
        1    0.000    0.000    0.000    0.000 bdist_dumb.py:15(bdist_dumb)
        1    0.000    0.000    0.000    0.000 bdist_dumb.py:5(<module>)
        1    0.000    0.000    0.000    0.000 bdist_wininst.py:14(bdist_wininst)
        1    0.000    0.000    0.000    0.000 bdist_wininst.py:4(<module>)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        1    0.000    0.000    0.010    0.010 blocks.py:1(<module>)
       52    0.000    0.000    0.023    0.000 blocks.py:118(__init__)
       52    0.000    0.000    0.000    0.000 blocks.py:129(_check_ndim)
        1    0.000    0.000    0.000    0.000 blocks.py:1590(NonConsolidatableMixIn)
       21    0.000    0.000    0.000    0.000 blocks.py:1597(__init__)
       14    0.000    0.000    0.000    0.000 blocks.py:1624(iget)
        9    0.000    0.000    0.000    0.000 blocks.py:1640(should_store)
        9    0.000    0.000    0.000    0.000 blocks.py:1643(set)
       10    0.000    0.000    0.000    0.000 blocks.py:169(_consolidate_key)
        1    0.000    0.000    0.000    0.000 blocks.py:1712(ExtensionBlock)
       21    0.000    0.000    0.000    0.000 blocks.py:1725(__init__)
       21    0.000    0.000    0.000    0.000 blocks.py:1729(_maybe_coerce_values)
        9    0.000    0.000    0.000    0.000 blocks.py:1746(_holder)
        8    0.000    0.000    0.000    0.000 blocks.py:1807(array_values)
        4    0.000    0.000    0.000    0.000 blocks.py:1974(_ftype)
        1    0.000    0.000    0.000    0.000 blocks.py:2003(ObjectValuesExtensionBlock)
        1    0.000    0.000    0.000    0.000 blocks.py:2015(NumericBlock)
       48    0.000    0.000    0.000    0.000 blocks.py:202(external_values)
        1    0.000    0.000    0.000    0.000 blocks.py:2021(FloatOrComplexBlock)
        1    0.000    0.000    0.000    0.000 blocks.py:2031(FloatBlock)
        1    0.000    0.000    0.000    0.000 blocks.py:2095(ComplexBlock)
        1    0.000    0.000    0.000    0.000 blocks.py:2111(IntBlock)
        4    0.000    0.000    0.000    0.000 blocks.py:213(internal_values)
        1    0.000    0.000    0.000    0.000 blocks.py:2130(DatetimeLikeBlockMixin)
        1    0.000    0.000    0.000    0.000 blocks.py:2162(DatetimeBlock)
        6    0.000    0.000    0.000    0.000 blocks.py:219(array_values)
       43    0.000    0.000    0.003    0.000 blocks.py:225(get_values)
        1    0.000    0.000    0.000    0.000 blocks.py:2287(DatetimeTZBlock)
        2    0.000    0.000    0.000    0.000 blocks.py:240(to_dense)
        1    0.000    0.000    0.000    0.000 blocks.py:2469(TimeDeltaBlock)
      136    0.000    0.000    0.000    0.000 blocks.py:247(mgr_locs)
       57    0.000    0.000    0.022    0.000 blocks.py:251(mgr_locs)
        1    0.000    0.000    0.000    0.000 blocks.py:2547(BoolBlock)
        1    0.000    0.000    0.000    0.000 blocks.py:2580(ObjectBlock)
       19    0.000    0.000    0.021    0.001 blocks.py:2585(__init__)
        2    0.000    0.000    0.000    0.000 blocks.py:2591(is_bool)
        1    0.000    0.000    0.000    0.000 blocks.py:2649(should_store)
       19    0.000    0.000    0.000    0.000 blocks.py:275(make_block_same_class)
        1    0.000    0.000    0.000    0.000 blocks.py:2881(CategoricalBlock)
   307543    0.968    0.000    6.688    0.000 blocks.py:2975(get_block_type)
        2    0.000    0.000    0.000    0.000 blocks.py:300(__len__)
       52    0.000    0.000    0.025    0.000 blocks.py:3021(make_block)
        3    0.000    0.000    0.000    0.000 blocks.py:3047(_extend_blocks)
        3    0.008    0.003    0.014    0.005 blocks.py:3079(_merge_blocks)
        2    0.000    0.000    0.000    0.000 blocks.py:3092(<listcomp>)
        2    0.000    0.000    0.000    0.000 blocks.py:3093(<listcomp>)
       19    0.000    0.000    0.000    0.000 blocks.py:335(shape)
      109    0.000    0.000    0.000    0.000 blocks.py:339(dtype)
       23    0.000    0.000    0.000    0.000 blocks.py:343(ftype)
        4    0.000    0.000    0.000    0.000 blocks.py:365(iget)
       39    0.001    0.000    0.046    0.001 blocks.py:673(to_native_types)
        1    0.000    0.000    0.000    0.000 blocks.py:91(Block)
        1    0.000    0.000    0.009    0.009 boolean.py:1(<module>)
        1    0.000    0.000    0.000    0.000 boolean.py:198(BooleanArray)
        1    0.000    0.000    0.000    0.000 boolean.py:37(BooleanDtype)
        6    0.000    0.000    0.000    0.000 boolean.py:587(_create_logical_method)
        6    0.000    0.000    0.000    0.000 boolean.py:633(_create_comparison_method)
       16    0.000    0.000    0.000    0.000 boolean.py:741(_create_arithmetic_method)
        1    0.000    0.000    0.000    0.000 bz2.py:28(BZ2File)
        1    0.000    0.000    0.009    0.009 bz2.py:5(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:148(Calendar)
        1    0.000    0.000    0.000    0.000 calendar.py:154(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:160(setfirstweekday)
        1    0.000    0.000    0.000    0.000 calendar.py:24(IllegalMonthError)
        1    0.000    0.000    0.000    0.000 calendar.py:293(TextCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:31(IllegalWeekdayError)
        1    0.000    0.000    0.000    0.000 calendar.py:410(HTMLCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:50(_localized_month)
        1    0.000    0.000    0.000    0.000 calendar.py:52(<listcomp>)
        2    0.000    0.000    0.000    0.000 calendar.py:53(<lambda>)
        1    0.000    0.000    0.000    0.000 calendar.py:546(different_locale)
        2    0.000    0.000    0.000    0.000 calendar.py:55(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:558(LocaleTextCalendar)
       26    0.000    0.000    0.000    0.000 calendar.py:58(__getitem__)
        1    0.000    0.000    0.000    0.000 calendar.py:589(LocaleHTMLCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:6(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:69(_localized_day)
        1    0.000    0.000    0.000    0.000 calendar.py:72(<listcomp>)
        2    0.000    0.000    0.000    0.000 calendar.py:74(__init__)
       14    0.000    0.000    0.000    0.000 calendar.py:77(__getitem__)
        1    0.000    0.000    0.003    0.003 cast.py:1(<module>)
   307519    0.594    0.000    1.163    0.000 cast.py:1097(maybe_castable)
   590388    1.562    0.000    7.004    0.000 cast.py:1111(maybe_infer_to_datetimelike)
   602707    1.741    0.000   10.146    0.000 cast.py:1218(maybe_cast_to_datetime)
        1    0.000    0.000    0.000    0.000 cast.py:1351(find_common_type)
        2    0.000    0.000    0.000    0.000 cast.py:1376(<genexpr>)
        3    0.000    0.000    0.000    0.000 cast.py:1379(<genexpr>)
        2    0.000    0.000    0.000    0.000 cast.py:1383(<genexpr>)
        2    0.000    0.000    0.000    0.000 cast.py:1385(<genexpr>)
        3    0.000    0.000    0.000    0.000 cast.py:1390(<genexpr>)
        1    0.000    0.000    0.001    0.001 cast.py:1399(cast_scalar_to_array)
       15    0.000    0.000    0.000    0.000 cast.py:1467(construct_1d_object_array_from_listlike)
   295196    0.110    0.000    0.189    0.000 cast.py:1492(construct_1d_ndarray_preserving_na)
        4    0.000    0.000    0.000    0.000 cast.py:347(maybe_promote)
        4    0.000    0.000    0.000    0.000 cast.py:503(_ensure_dtype_type)
        2    0.000    0.000    0.000    0.000 cast.py:549(infer_dtype_from_scalar)
        2    0.000    0.000    0.015    0.008 categorical.py:1(<module>)
        1    0.000    0.000    0.001    0.001 categorical.py:209(Categorical)
        1    0.000    0.000    0.000    0.000 categorical.py:2464(CategoricalAccessor)
        6    0.000    0.000    0.000    0.000 categorical.py:65(_cat_compare_op)
        1    0.000    0.000    0.004    0.004 category.py:1(<module>)
        1    0.000    0.000    0.001    0.001 category.py:38(CategoricalIndex)
        1    0.000    0.000    0.030    0.030 ccompiler.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ccompiler.py:15(CCompiler)
        1    0.000    0.000    0.006    0.006 ccompiler.py:4(<module>)
       11    0.000    0.000    0.000    0.000 ccompiler.py:87(replace_method)
        1    0.000    0.000    0.000    0.000 cga.py:11(is_ccw_impl)
        1    0.000    0.000    0.000    0.000 cga.py:2(<module>)
        1    0.000    0.000    0.000    0.000 chainmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 chainmap.py:7(DeepChainMap)
        1    0.000    0.000    0.000    0.000 charset.py:167(Charset)
        2    0.000    0.000    0.000    0.000 charset.py:211(__init__)
        1    0.000    0.000    0.004    0.004 charset.py:6(<module>)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1966(Chebyshev)
        1    0.000    0.000    0.000    0.000 chebyshev.py:89(<module>)
        1    0.000    0.000    0.001    0.001 check.py:1(<module>)
        1    0.000    0.000    0.000    0.000 clean.py:12(clean)
        1    0.000    0.000    0.013    0.013 clean.py:3(<module>)
        1    0.000    0.000    0.029    0.029 cli.py:2(<module>)
        1    0.000    0.000    0.000    0.000 client.py:106(<dictcomp>)
        1    0.000    0.000    0.000    0.000 client.py:1393(HTTPSConnection)
        1    0.000    0.000    0.000    0.000 client.py:1451(HTTPException)
        1    0.000    0.000    0.000    0.000 client.py:1456(NotConnected)
        1    0.000    0.000    0.000    0.000 client.py:1459(InvalidURL)
        1    0.000    0.000    0.000    0.000 client.py:1462(UnknownProtocol)
        1    0.000    0.000    0.000    0.000 client.py:1467(UnknownTransferEncoding)
        1    0.000    0.000    0.000    0.000 client.py:1470(UnimplementedFileMode)
        1    0.000    0.000    0.000    0.000 client.py:1473(IncompleteRead)
        1    0.000    0.000    0.000    0.000 client.py:1488(ImproperConnectionState)
        1    0.000    0.000    0.000    0.000 client.py:1491(CannotSendRequest)
        1    0.000    0.000    0.000    0.000 client.py:1494(CannotSendHeader)
        1    0.000    0.000    0.000    0.000 client.py:1497(ResponseNotReady)
        1    0.000    0.000    0.000    0.000 client.py:1500(BadStatusLine)
        1    0.000    0.000    0.000    0.000 client.py:1507(LineTooLong)
        1    0.000    0.000    0.000    0.000 client.py:1512(RemoteDisconnected)
        1    0.000    0.000    0.000    0.000 client.py:177(HTTPMessage)
        1    0.000    0.000    0.000    0.000 client.py:231(HTTPResponse)
        1    0.000    0.000    0.069    0.069 client.py:69(<module>)
        1    0.000    0.000    0.000    0.000 client.py:793(HTTPConnection)
        1    0.000    0.000    0.000    0.000 clip.py:7(<module>)
        1    0.000    0.000    0.000    0.000 clipboards.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cmd.py:12(Command)
        1    0.000    0.000    0.005    0.005 cmd.py:5(<module>)
        1    0.000    0.000    0.000    0.000 codecs.py:186(__init__)
        1    0.000    0.000    0.000    0.000 collection.py:13(GeometryCollection)
        1    0.000    0.000    0.000    0.000 collection.py:177(guard_driver_mode)
   307504    0.215    0.000    0.215    0.000 collection.py:184(driver)
        1    0.000    0.000    0.000    0.000 collection.py:191(schema)
        1    0.000    0.000    0.000    0.000 collection.py:2(<module>)
        2    0.000    0.000    0.118    0.059 collection.py:203(crs)
        1    0.000    0.000    0.000    0.000 collection.py:210(crs_wkt)
        1    0.001    0.001    0.001    0.001 collection.py:227(filter)
        1    0.000    0.000    0.000    0.000 collection.py:26(Collection)
        1    0.000    0.000    0.001    0.001 collection.py:315(__iter__)
        1    0.000    0.000    0.039    0.039 collection.py:35(__init__)
        1    0.000    0.000    0.123    0.123 collection.py:4(<module>)
        2    0.000    0.000    0.001    0.000 collection.py:434(close)
        1    0.000    0.000    0.000    0.000 collection.py:448(closed)
        1    0.000    0.000    0.000    0.000 collection.py:453(__enter__)
        1    0.000    0.000    0.001    0.001 collection.py:459(__exit__)
        1    0.000    0.000    0.000    0.000 collection.py:464(__del__)
        1    0.000    0.000    0.000    0.000 collection.py:471(<listcomp>)
        1    0.000    0.000    0.000    0.000 collection.py:510(BytesCollection)
        4    0.000    0.000    0.007    0.002 common.py:1(<module>)
       98    0.000    0.000    0.000    0.000 common.py:11(unpack_zerodim_and_defer)
       26    0.000    0.000    0.000    0.000 common.py:1108(is_datetime_or_timedelta_dtype)
        1    0.000    0.000    0.000    0.000 common.py:120(is_s3_url)
        1    0.000    0.000    0.000    0.000 common.py:127(is_gcs_url)
       26    0.000    0.000    0.000    0.000 common.py:1282(needs_i8_conversion)
       29    0.000    0.000    0.000    0.000 common.py:1369(is_string_like_dtype)
       29    0.000    0.000    0.000    0.000 common.py:1398(<lambda>)
       54    0.000    0.000    0.000    0.000 common.py:1401(is_float_dtype)
       35    0.000    0.000    0.000    0.000 common.py:1435(is_bool_dtype)
        1    0.000    0.000    0.000    0.000 common.py:144(get_filepath_or_buffer)
       28    0.000    0.000    0.000    0.000 common.py:156(cast_scalar_indexer)
  1218031    0.835    0.000    2.208    0.000 common.py:1565(is_extension_array_dtype)
       84    0.000    0.000    0.001    0.000 common.py:1647(_is_dtype)
      131    0.000    0.000    0.000    0.000 common.py:1672(_get_dtype)
  1783894    1.314    0.000    2.592    0.000 common.py:1708(_is_dtype_type)
        1    0.000    0.000    0.000    0.000 common.py:174(not_none)
        2    0.000    0.000    0.000    0.000 common.py:178(<genexpr>)
       10    0.000    0.000    0.000    0.000 common.py:179(ensure_python_int)
   590515    0.323    0.000    0.445    0.000 common.py:1844(pandas_dtype)
        4    0.000    0.000    0.000    0.000 common.py:188(all_none)
        8    0.000    0.000    0.000    0.000 common.py:192(<genexpr>)
        2    0.000    0.000    0.000    0.000 common.py:195(any_not_none)
        8    0.000    0.000    0.000    0.000 common.py:199(<genexpr>)
  1488610    0.298    0.000    0.298    0.000 common.py:206(classes)
  1488610    0.340    0.000    0.487    0.000 common.py:208(<lambda>)
   295284    0.064    0.000    0.064    0.000 common.py:211(classes_and_not_datetimelike)
   295284    0.080    0.000    0.111    0.000 common.py:216(<lambda>)
  1488359    0.967    0.000    3.599    0.000 common.py:222(is_object_dtype)
       45    0.005    0.000    0.038    0.001 common.py:224(asarray_tuplesafe)
        2    0.000    0.000    0.000    0.000 common.py:226(get_compression_method)
       98    0.000    0.000    0.009    0.000 common.py:24(wrapper)
   307547    0.299    0.000    0.738    0.000 common.py:252(is_sparse)
        2    0.000    0.000    0.000    0.000 common.py:259(infer_compression)
        4    0.000    0.000    0.000    0.000 common.py:280(maybe_iterable_to_list)
        1    0.000    0.000    0.000    0.000 common.py:29(NameResolutionError)
        1    0.000    0.000    0.000    0.000 common.py:3(<module>)
        3    0.000    0.000    0.000    0.000 common.py:30(_dispatch)
       98    0.009    0.000    0.009    0.000 common.py:30(_unpack_zerodim_and_defer)
        1    0.000    0.000    0.000    0.000 common.py:31(SettingWithCopyError)
        1    0.000    0.000    0.001    0.001 common.py:314(get_handle)
       57    0.000    0.000    0.000    0.000 common.py:335(apply_if_callable)
   307543    0.148    0.000    1.260    0.000 common.py:339(is_categorical)
        1    0.000    0.000    0.000    0.000 common.py:35(SettingWithCopyWarning)
       74    0.000    0.000    0.000    0.000 common.py:372(is_datetime64_dtype)
        1    0.000    0.000    0.000    0.000 common.py:40(is_url)
   307646    0.103    0.000    0.838    0.000 common.py:403(is_datetime64tz_dtype)
       97    0.000    0.000    0.000    0.000 common.py:441(is_timedelta64_dtype)
        1    0.000    0.000    0.000    0.000 common.py:46(WindowGroupByMixin)
        1    0.000    0.000    0.000    0.000 common.py:461(_BytesZipFile)
   307686    0.113    0.000    1.065    0.000 common.py:472(is_period_dtype)
        1    0.000    0.000    0.000    0.000 common.py:49(<setcomp>)
        4    0.000    0.000   21.243    5.311 common.py:49(new_method)
        1    0.000    0.000    0.000    0.000 common.py:494(_MMapWrapper)
        1    0.000    0.000    0.000    0.000 common.py:5(<module>)
   307660    0.121    0.000    1.129    0.000 common.py:506(is_interval_dtype)
   307636    0.119    0.000    0.880    0.000 common.py:542(is_categorical_dtype)
       55    0.000    0.000    0.001    0.000 common.py:575(is_string_dtype)
        4    0.000    0.000    0.000    0.000 common.py:58(_expand_user)
       55    0.000    0.000    0.001    0.000 common.py:605(condition)
       29    0.000    0.000    0.001    0.000 common.py:608(is_excluded_dtype)
       87    0.000    0.000    0.000    0.000 common.py:613(<genexpr>)
        6    0.000    0.000    0.000    0.000 common.py:685(is_dtype_equal)
   295218    0.238    0.000    0.559    0.000 common.py:775(is_integer_dtype)
       33    0.000    0.000    0.000    0.000 common.py:830(is_signed_integer_dtype)
        3    0.000    0.000    0.000    0.000 common.py:88(stringify_path)
       33    0.000    0.000    0.000    0.000 common.py:887(is_unsigned_integer_dtype)
       88    0.000    0.000    0.001    0.000 common.py:987(is_datetime64_any_dtype)
        2    0.000    0.000    0.013    0.006 compat.py:1(<module>)
      521    0.000    0.000    0.001    0.000 compat.py:18(pystrdecode)
        1    0.000    0.000    0.000    0.000 compat.py:2(<module>)
        1    0.000    0.000    0.000    0.000 compat.py:3(<module>)
        1    0.000    0.000    0.000    0.000 compat.py:4(<module>)
        7    0.000    0.000    0.000    0.000 compat.py:6(cstrencode)
        1    0.000    0.000    0.000    0.000 concat.py:114(JoinUnit)
        3    0.000    0.000    0.000    0.000 concat.py:115(__init__)
        2    0.000    0.000    0.000    0.000 concat.py:126(needs_filling)
        2    0.000    0.000    0.000    0.000 concat.py:135(dtype)
        2    0.000    0.000    0.002    0.001 concat.py:145(is_na)
        2    0.000    0.000    0.007    0.003 concat.py:173(get_reindexed_values)
        1    0.000    0.000    0.000    0.000 concat.py:2(<module>)
        2    0.000    0.000    0.007    0.004 concat.py:236(concatenate_join_units)
        2    0.000    0.000    0.007    0.003 concat.py:247(<listcomp>)
        2    0.000    0.000    0.000    0.000 concat.py:268(_get_empty_dtype_and_na)
        1    0.000    0.000    0.000    0.000 concat.py:28(get_mgr_concatenation_plan)
        1    0.000    0.000    0.000    0.000 concat.py:287(_Concatenator)
        1    0.000    0.000    0.011    0.011 concat.py:292(__init__)
        2    0.000    0.000    0.001    0.001 concat.py:3(<module>)
        1    0.000    0.000    0.000    0.000 concat.py:31(get_dtype_kinds)
        2    0.000    0.000    0.002    0.001 concat.py:375(is_uniform_join_units)
        1    0.000    0.000    0.000    0.000 concat.py:378(<listcomp>)
        4    0.000    0.000    0.000    0.000 concat.py:384(<genexpr>)
        4    0.000    0.000    0.002    0.000 concat.py:388(<genexpr>)
        4    0.000    0.000    0.000    0.000 concat.py:391(<genexpr>)
        2    0.000    0.000    0.000    0.000 concat.py:398(_is_uniform_reindex)
        4    0.000    0.000    0.000    0.000 concat.py:401(<genexpr>)
        4    0.000    0.000    0.000    0.000 concat.py:434(combine_concat_plans)
        1    0.000    0.000    0.009    0.009 concat.py:454(get_result)
        1    0.000    0.000    0.000    0.000 concat.py:507(_get_result_dim)
        1    0.000    0.000    0.000    0.000 concat.py:513(_get_new_axes)
        1    0.000    0.000    0.000    0.000 concat.py:516(<listcomp>)
        1    0.000    0.000    0.000    0.000 concat.py:520(_get_comb_axis)
        1    0.000    0.000    0.000    0.000 concat.py:526(_get_concat_axis)
        1    0.000    0.000    0.000    0.000 concat.py:559(<listcomp>)
        1    0.000    0.000    0.000    0.000 concat.py:576(_maybe_check_integrity)
        1    0.000    0.000    0.000    0.000 concat.py:586(_concat_indexes)
        1    0.000    0.000    0.020    0.020 concat.py:65(concat)
        1    0.000    0.000    0.000    0.000 config.py:10(<module>)
        2    0.000    0.000    0.000    0.000 config.py:101(_get_option)
        1    0.000    0.000    0.000    0.000 config.py:179(DictWrapper)
        1    0.000    0.000    0.000    0.000 config.py:182(__init__)
        1    0.000    0.000    0.000    0.000 config.py:21(PyPIRCCommand)
        1    0.000    0.000    0.000    0.000 config.py:21(config)
        1    0.000    0.000    0.000    0.000 config.py:225(CallableDynamicDoc)
        4    0.000    0.000    0.000    0.000 config.py:226(__init__)
        2    0.000    0.000    0.000    0.000 config.py:230(__call__)
        1    0.000    0.000    0.000    0.000 config.py:32(config)
        1    0.000    0.000    0.000    0.000 config.py:380(option_context)
       54    0.001    0.000    0.002    0.000 config.py:413(register_option)
        1    0.000    0.000    0.000    0.000 config.py:482(deprecate_option)
        1    0.000    0.000    0.008    0.008 config.py:49(<module>)
        1    0.000    0.000    0.000    0.000 config.py:498(GrabStdout)
        2    0.000    0.000    0.023    0.011 config.py:5(<module>)
        2    0.000    0.000    0.000    0.000 config.py:533(_select_options)
        2    0.000    0.000    0.000    0.000 config.py:551(_get_root)
        4    0.000    0.000    0.000    0.000 config.py:566(_get_deprecated_option)
        2    0.000    0.000    0.000    0.000 config.py:594(_translate_key)
        2    0.000    0.000    0.000    0.000 config.py:607(_warn_if_deprecated)
       38    0.000    0.000    0.000    0.000 config.py:699(config_prefix)
       57    0.000    0.000    0.000    0.000 config.py:729(wrap)
        1    0.000    0.000    0.000    0.000 config.py:73(OptionError)
       54    0.000    0.000    0.002    0.000 config.py:730(inner)
        4    0.000    0.000    0.000    0.000 config.py:752(is_type_factory)
       21    0.000    0.000    0.000    0.000 config.py:766(inner)
        5    0.000    0.000    0.000    0.000 config.py:773(is_instance_factory)
        7    0.000    0.000    0.000    0.000 config.py:793(inner)
        8    0.000    0.000    0.000    0.000 config.py:800(is_one_of_factory)
        8    0.000    0.000    0.000    0.000 config.py:802(<listcomp>)
        8    0.000    0.000    0.000    0.000 config.py:803(<listcomp>)
        8    0.000    0.000    0.000    0.000 config.py:805(inner)
        3    0.000    0.000    0.000    0.000 config.py:819(is_nonnegative_int)
        2    0.000    0.000    0.000    0.000 config.py:83(_get_single_key)
        1    0.000    0.000    0.002    0.002 config_init.py:11(<module>)
        1    0.000    0.000    0.000    0.000 config_init.py:305(is_terminal)
        1    0.000    0.000    0.000    0.000 config_init.py:612(register_plotting_backend_cb)
        1    0.000    0.000    0.000    0.000 configparser.py:1189(ConfigParser)
        1    0.000    0.000    0.000    0.000 configparser.py:1221(SafeConfigParser)
        1    0.000    0.000    0.000    0.000 configparser.py:1234(SectionProxy)
        1    0.000    0.000    0.000    0.000 configparser.py:1304(ConverterMapping)
        1    0.000    0.000    0.007    0.007 configparser.py:139(<module>)
        1    0.000    0.000    0.000    0.000 configparser.py:167(Error)
        1    0.000    0.000    0.000    0.000 configparser.py:180(NoSectionError)
        1    0.000    0.000    0.000    0.000 configparser.py:189(DuplicateSectionError)
        1    0.000    0.000    0.000    0.000 configparser.py:215(DuplicateOptionError)
        1    0.000    0.000    0.000    0.000 configparser.py:242(NoOptionError)
        1    0.000    0.000    0.000    0.000 configparser.py:253(InterpolationError)
        1    0.000    0.000    0.000    0.000 configparser.py:263(InterpolationMissingOptionError)
        1    0.000    0.000    0.000    0.000 configparser.py:275(InterpolationSyntaxError)
        1    0.000    0.000    0.000    0.000 configparser.py:283(InterpolationDepthError)
        1    0.000    0.000    0.000    0.000 configparser.py:296(ParsingError)
        1    0.000    0.000    0.000    0.000 configparser.py:339(MissingSectionHeaderError)
        1    0.000    0.000    0.000    0.000 configparser.py:359(Interpolation)
